id,chr,name,biotype,length
ENSG00000111843,6,TMEM14C,protein_coding,1321
ENSG00000111845,6,PAK1IP1,protein_coding,1523
ENSG00000111846,6,GCNT2,protein_coding,9230
ENSG00000111850,6,SMIM8,protein_coding,8750
ENSG00000111859,6,NEDD9,protein_coding,10359
ENSG00000111860,6,CEP85L,protein_coding,9428
ENSG00000111863,6,ADTRP,protein_coding,3947
ENSG00000111875,6,ASF1A,protein_coding,2589
ENSG00000111877,6,MCM9,protein_coding,12496
ENSG00000111879,6,FAM184A,protein_coding,7712
ENSG00000111880,6,RNGTT,protein_coding,5188
ENSG00000111885,6,MAN1A1,protein_coding,5018
ENSG00000111886,6,GABRR2,protein_coding,4974
ENSG00000111897,6,SERINC1,protein_coding,3125
ENSG00000111906,6,HDDC2,protein_coding,5888
ENSG00000111907,6,TPD52L1,protein_coding,7595
ENSG00000111911,6,HINT3,protein_coding,3325
ENSG00000111912,6,NCOA7,protein_coding,7647
ENSG00000111913,6,RIPOR2,protein_coding,9435
ENSG00000111961,6,SASH1,protein_coding,10896
ENSG00000111962,6,UST,protein_coding,4861
ENSG00000111981,6,ULBP1,protein_coding,3211
ENSG00000112029,6,FBXO5,protein_coding,3856
ENSG00000112031,6,MTRF1L,protein_coding,4297
ENSG00000112033,6,PPARD,protein_coding,4457
ENSG00000112038,6,OPRM1,protein_coding,21032
ENSG00000112039,6,FANCE,protein_coding,2709
ENSG00000112041,6,TULP1,protein_coding,2916
ENSG00000112053,6,SLC26A8,protein_coding,6034
ENSG00000112062,6,MAPK14,protein_coding,6860
ENSG00000112077,6,RHAG,protein_coding,2629
ENSG00000112078,6,KCTD20,protein_coding,6239
ENSG00000112079,6,STK38,protein_coding,3585
ENSG00000112081,6,SRSF3,protein_coding,7118
ENSG00000112096,6,SOD2,protein_coding,18144
ENSG00000112110,6,MRPL18,protein_coding,1374
ENSG00000112115,6,IL17A,protein_coding,1871
ENSG00000112116,6,IL17F,protein_coding,1030
ENSG00000112118,6,MCM3,protein_coding,3645
ENSG00000112130,6,RNF8,protein_coding,6564
ENSG00000112137,6,PHACTR1,protein_coding,11621
ENSG00000112139,6,MDGA1,protein_coding,14690
ENSG00000112144,6,CILK1,protein_coding,6302
ENSG00000112146,6,FBXO9,protein_coding,8208
ENSG00000112149,6,CD83,protein_coding,2384
ENSG00000112159,6,MDN1,protein_coding,18674
ENSG00000112164,6,GLP1R,protein_coding,6682
ENSG00000112167,6,SAYSD1,protein_coding,2923
ENSG00000112175,6,BMP5,protein_coding,3970
ENSG00000112182,6,BACH2,protein_coding,9787
ENSG00000112183,6,RBM24,protein_coding,3425
ENSG00000112186,6,CAP2,protein_coding,3346
ENSG00000112195,6,TREML2,protein_coding,3785
ENSG00000112200,6,ZNF451,protein_coding,16414
ENSG00000112208,6,BAG2,protein_coding,6651
ENSG00000112210,6,RAB23,protein_coding,4919
ENSG00000112212,6,TSPO2,protein_coding,1075
ENSG00000112214,6,FHL5,protein_coding,2135
ENSG00000112218,6,GPR63,protein_coding,5967
ENSG00000112232,6,KHDRBS2,protein_coding,2403
ENSG00000112234,6,FBXL4,protein_coding,8118
ENSG00000112237,6,CCNC,protein_coding,5610
ENSG00000112238,6,PRDM13,protein_coding,3232
ENSG00000112242,6,E2F3,protein_coding,5190
ENSG00000112245,6,PTP4A1,protein_coding,5522
ENSG00000112246,6,SIM1,protein_coding,9272
ENSG00000112249,6,ASCC3,protein_coding,11731
ENSG00000112273,6,HDGFL1,protein_coding,2101
ENSG00000112276,6,BVES,protein_coding,5791
ENSG00000112280,6,COL9A1,protein_coding,6262
ENSG00000112282,6,MED23,protein_coding,7426
ENSG00000112290,6,WASF1,protein_coding,3260
ENSG00000112293,6,GPLD1,protein_coding,7221
ENSG00000112294,6,ALDH5A1,protein_coding,7563
ENSG00000112297,6,CRYBG1,protein_coding,10981
ENSG00000112299,6,VNN1,protein_coding,3853
ENSG00000112303,6,VNN2,protein_coding,2595
ENSG00000112304,6,ACOT13,protein_coding,4394
ENSG00000112305,6,SMAP1,protein_coding,4157
ENSG00000112308,6,C6orf62,protein_coding,2591
ENSG00000112309,6,B3GAT2,protein_coding,6587
ENSG00000112312,6,GMNN,protein_coding,2476
ENSG00000112319,6,EYA4,protein_coding,8976
ENSG00000112320,6,SOBP,protein_coding,7895
ENSG00000112333,6,NR2E1,protein_coding,3765
ENSG00000112335,6,SNX3,protein_coding,1828
ENSG00000112337,6,SLC17A2,protein_coding,2533
ENSG00000112339,6,HBS1L,protein_coding,11085
ENSG00000112343,6,TRIM38,protein_coding,9418
ENSG00000112357,6,PEX7,protein_coding,3409
ENSG00000112365,6,ZBTB24,protein_coding,5501
ENSG00000112367,6,FIG4,protein_coding,28959
ENSG00000112378,6,PERP,protein_coding,4198
ENSG00000112379,6,ARFGEF3,protein_coding,14859
ENSG00000112394,6,SLC16A10,protein_coding,11237
ENSG00000112406,6,HECA,protein_coding,5646
ENSG00000112414,6,ADGRG6,protein_coding,8473
ENSG00000112419,6,PHACTR2,protein_coding,11224
ENSG00000112425,6,EPM2A,protein_coding,18282
ENSG00000112462,6,OR12D3,protein_coding,1869
ENSG00000112473,6,SLC39A7,protein_coding,2845
ENSG00000112486,6,CCR6,protein_coding,4346
ENSG00000112494,6,UNC93A,protein_coding,2694
ENSG00000112499,6,SLC22A2,protein_coding,5983
ENSG00000112511,6,PHF1,protein_coding,3596
ENSG00000112514,6,CUTA,protein_coding,1876
ENSG00000112530,6,PACRG,protein_coding,2612
ENSG00000112531,6,QKI,protein_coding,17364
ENSG00000112539,6,C6orf118,protein_coding,2238
ENSG00000112541,6,PDE10A,protein_coding,24783
ENSG00000112559,6,MDFI,protein_coding,2535
ENSG00000112561,6,TFEB,protein_coding,6722
ENSG00000112562,6,SMOC2,protein_coding,4032
ENSG00000112576,6,CCND3,protein_coding,5761
ENSG00000112578,6,BYSL,protein_coding,1937
ENSG00000112584,6,FAM120B,protein_coding,6029
ENSG00000112592,6,TBP,protein_coding,2318
ENSG00000112599,6,GUCA1B,protein_coding,2270
ENSG00000112619,6,PRPH2,protein_coding,3001
ENSG00000112624,6,BICRAL,protein_coding,6843
ENSG00000112640,6,PPP2R5D,protein_coding,3787
ENSG00000112651,6,MRPL2,protein_coding,2171
ENSG00000112655,6,PTK7,protein_coding,8985
ENSG00000112658,6,SRF,protein_coding,4231
ENSG00000112659,6,CUL9,protein_coding,12242
ENSG00000112667,6,DNPH1,protein_coding,1247
ENSG00000112679,6,DUSP22,protein_coding,5686
ENSG00000112685,6,EXOC2,protein_coding,4990
ENSG00000112695,6,COX7A2,protein_coding,1922
ENSG00000112697,6,TMEM30A,protein_coding,5502
ENSG00000112699,6,GMDS,protein_coding,4217
ENSG00000112701,6,SENP6,protein_coding,11417
ENSG00000112706,6,IMPG1,protein_coding,3802
ENSG00000112715,6,VEGFA,protein_coding,14431
ENSG00000112739,6,PRPF4B,protein_coding,8429
ENSG00000112742,6,TTK,protein_coding,4579
ENSG00000112759,6,SLC29A1,protein_coding,4298
ENSG00000112761,6,CCN6,protein_coding,1916
ENSG00000112763,6,BTN2A1,protein_coding,3787
ENSG00000112769,6,LAMA4,protein_coding,11983
ENSG00000112773,6,TENT5A,protein_coding,6053
ENSG00000112782,6,CLIC5,protein_coding,10432
ENSG00000112787,12,FBRSL1,protein_coding,9393
ENSG00000112796,6,ENPP5,protein_coding,4275
ENSG00000112799,6,LY86,protein_coding,1203
ENSG00000112812,6,PRSS16,protein_coding,5290
ENSG00000112818,6,MEP1A,protein_coding,3088
ENSG00000112837,6,TBX18,protein_coding,8654
ENSG00000112851,5,ERBIN,protein_coding,10132
ENSG00000112852,5,PCDHB2,protein_coding,4098
ENSG00000112855,5,HARS2,protein_coding,3719
ENSG00000112874,5,NUDT12,protein_coding,4301
ENSG00000112877,5,CEP72,protein_coding,3590
ENSG00000112893,5,MAN2A1,protein_coding,11254
ENSG00000112902,5,SEMA5A,protein_coding,12308
ENSG00000112936,5,C7,protein_coding,6682
ENSG00000112941,5,TENT4A,protein_coding,6356
ENSG00000112964,5,GHR,protein_coding,6948
ENSG00000112972,5,HMGCS1,protein_coding,6627
ENSG00000112977,5,DAP,protein_coding,3323
ENSG00000112981,5,NME5,protein_coding,2389
ENSG00000112983,5,BRD8,protein_coding,7009
ENSG00000112984,5,KIF20A,protein_coding,3852
ENSG00000112992,5,NNT,protein_coding,12018
ENSG00000112996,5,MRPS30,protein_coding,6180
ENSG00000113013,5,HSPA9,protein_coding,9782
ENSG00000113048,5,MRPS27,protein_coding,6517
ENSG00000113068,5,PFDN1,protein_coding,2152
ENSG00000113070,5,HBEGF,protein_coding,2990
ENSG00000113073,5,SLC4A9,protein_coding,3641
ENSG00000113083,5,LOX,protein_coding,5596
ENSG00000113088,5,GZMK,protein_coding,1567
ENSG00000113100,5,CDH9,protein_coding,4206
ENSG00000113108,5,APBB3,protein_coding,3609
ENSG00000113119,5,TMCO6,protein_coding,3494
ENSG00000113140,5,SPARC,protein_coding,4641
ENSG00000113141,5,IK,protein_coding,4037
ENSG00000113161,5,HMGCR,protein_coding,10125
ENSG00000113163,5,CERT1,protein_coding,14492
ENSG00000113194,5,FAF2,protein_coding,5924
ENSG00000113196,5,HAND1,protein_coding,1701
ENSG00000113205,5,PCDHB3,protein_coding,3355
ENSG00000113209,5,PCDHB5,protein_coding,3410
ENSG00000113211,5,PCDHB6,protein_coding,3231
ENSG00000113212,5,PCDHB7,protein_coding,3740
ENSG00000113231,5,PDE8B,protein_coding,5594
ENSG00000113240,5,CLK4,protein_coding,7922
ENSG00000113248,5,PCDHB15,protein_coding,3971
ENSG00000113249,5,HAVCR1,protein_coding,2151
ENSG00000113262,5,GRM6,protein_coding,8282
ENSG00000113263,5,ITK,protein_coding,8587
ENSG00000113269,5,RNF130,protein_coding,12817
ENSG00000113272,5,THG1L,protein_coding,2998
ENSG00000113273,5,ARSB,protein_coding,8899
ENSG00000113282,5,CLINT1,protein_coding,6338
ENSG00000113296,5,THBS4,protein_coding,4605
ENSG00000113300,5,CNOT6,protein_coding,6572
ENSG00000113302,5,IL12B,protein_coding,2364
ENSG00000113303,5,BTNL8,protein_coding,3924
ENSG00000113312,5,TTC1,protein_coding,1938
ENSG00000113318,5,MSH3,protein_coding,5329
ENSG00000113319,5,RASGRF2,protein_coding,11032
ENSG00000113327,5,GABRG2,protein_coding,22751
ENSG00000113328,5,CCNG1,protein_coding,3096
ENSG00000113356,5,POLR3G,protein_coding,4024
ENSG00000113360,5,DROSHA,protein_coding,7782
ENSG00000113361,5,CDH6,protein_coding,12443
ENSG00000113368,5,LMNB1,protein_coding,3633
ENSG00000113369,5,ARRDC3,protein_coding,4985
ENSG00000113384,5,GOLPH3,protein_coding,2742
ENSG00000113387,5,SUB1,protein_coding,9266
ENSG00000113389,5,NPR3,protein_coding,9979
ENSG00000113391,5,FAM172A,protein_coding,5415
ENSG00000113396,5,SLC27A6,protein_coding,3133
ENSG00000113407,5,TARS1,protein_coding,4257
ENSG00000113430,5,IRX4,protein_coding,2974
ENSG00000113441,5,LNPEP,protein_coding,14966
ENSG00000113448,5,PDE4D,protein_coding,16236
ENSG00000113456,5,RAD1,protein_coding,6770
ENSG00000113460,5,BRIX1,protein_coding,4710
ENSG00000113492,5,AGXT2,protein_coding,3952
ENSG00000113494,5,PRLR,protein_coding,13006
ENSG00000113504,5,SLC12A7,protein_coding,6004
ENSG00000113520,5,IL4,protein_coding,820
ENSG00000113522,5,RAD50,protein_coding,10565
ENSG00000113525,5,IL5,protein_coding,1586
ENSG00000113532,5,ST8SIA4,protein_coding,7812
ENSG00000113552,5,GNPDA1,protein_coding,3959
ENSG00000113555,5,PCDH12,protein_coding,6114
ENSG00000113558,5,SKP1,protein_coding,12697
ENSG00000113569,5,NUP155,protein_coding,9158
ENSG00000113575,5,PPP2CA,protein_coding,5594
ENSG00000113578,5,FGF1,protein_coding,4980
ENSG00000113580,5,NR3C1,protein_coding,9161
ENSG00000113583,5,C5orf15,protein_coding,2301
ENSG00000113593,5,PPWD1,protein_coding,3777
ENSG00000113594,5,LIFR,protein_coding,12159
ENSG00000113595,5,TRIM23,protein_coding,4654
ENSG00000113597,5,TRAPPC13,protein_coding,6761
ENSG00000113600,5,C9,protein_coding,3008
ENSG00000113615,5,SEC24A,protein_coding,7291
ENSG00000113621,5,TXNDC15,protein_coding,4807
ENSG00000113638,5,TTC33,protein_coding,9708
ENSG00000113643,5,RARS1,protein_coding,3417
ENSG00000113645,5,WWC1,protein_coding,10082
ENSG00000113648,5,MACROH2A1,protein_coding,17730
ENSG00000113649,5,TCERG1,protein_coding,8714
ENSG00000113657,5,DPYSL3,protein_coding,7179
ENSG00000113658,5,SMAD5,protein_coding,9040
ENSG00000113712,5,CSNK1A1,protein_coding,8505
ENSG00000113716,5,HMGXB3,protein_coding,6263
ENSG00000113719,5,ERGIC1,protein_coding,14161
ENSG00000113721,5,PDGFRB,protein_coding,7135
ENSG00000113722,5,CDX1,protein_coding,1775
ENSG00000113732,5,ATP6V0E1,protein_coding,1609
ENSG00000113734,5,BNIP1,protein_coding,2440
ENSG00000113739,5,STC2,protein_coding,5062
ENSG00000113742,5,CPEB4,protein_coding,10444
ENSG00000113749,5,HRH2,protein_coding,5679
ENSG00000113758,5,DBN1,protein_coding,5119
ENSG00000113761,5,ZNF346,protein_coding,6686
ENSG00000113763,5,UNC5A,protein_coding,4317
ENSG00000113790,3,EHHADH,protein_coding,4651
ENSG00000113805,3,CNTN3,protein_coding,5109
ENSG00000113810,3,SMC4,protein_coding,8164
ENSG00000113811,3,SELENOK,protein_coding,2132
ENSG00000113812,3,ACTR8,protein_coding,4016
ENSG00000113838,3,TBCCD1,protein_coding,3398
ENSG00000113845,3,TIMMDC1,protein_coding,2715
ENSG00000113851,3,CRBN,protein_coding,8068
ENSG00000113889,3,KNG1,protein_coding,4603
ENSG00000113905,3,HRG,protein_coding,4993
ENSG00000113916,3,BCL6,protein_coding,5936
ENSG00000113924,3,HGD,protein_coding,2682
ENSG00000113946,3,CLDN16,protein_coding,3330
ENSG00000113966,3,ARL6,protein_coding,4561
ENSG00000113971,3,NPHP3,protein_coding,9673
ENSG00000114013,3,CD86,protein_coding,3437
ENSG00000114019,3,AMOTL2,protein_coding,6479
ENSG00000114021,3,NIT2,protein_coding,9226
ENSG00000114023,3,FAM162A,protein_coding,3793
ENSG00000114026,3,OGG1,protein_coding,8733
ENSG00000114030,3,KPNA1,protein_coding,8498
ENSG00000114054,3,PCCB,protein_coding,7498
ENSG00000114062,15,UBE3A,protein_coding,19033
ENSG00000114098,3,ARMC8,protein_coding,9843
ENSG00000114107,3,CEP70,protein_coding,4409
ENSG00000114113,3,RBP2,protein_coding,845
ENSG00000114115,3,RBP1,protein_coding,3905
ENSG00000114120,3,SLC25A36,protein_coding,10339
ENSG00000114124,3,GRK7,protein_coding,3239
ENSG00000114125,3,RNF7,protein_coding,3102
ENSG00000114126,3,TFDP2,protein_coding,11897
ENSG00000114127,3,XRN1,protein_coding,11982
ENSG00000114166,3,KAT2B,protein_coding,5211
ENSG00000114200,3,BCHE,protein_coding,3072
ENSG00000114204,3,SERPINI2,protein_coding,2835
ENSG00000114209,3,PDCD10,protein_coding,3275
ENSG00000114248,3,LRRC31,protein_coding,3125
ENSG00000114251,3,WNT5A,protein_coding,7153
ENSG00000114268,3,PFKFB4,protein_coding,6107
ENSG00000114270,3,COL7A1,protein_coding,11133
ENSG00000114279,3,FGF12,protein_coding,7348
ENSG00000114302,3,PRKAR2A,protein_coding,6665
ENSG00000114315,3,HES1,protein_coding,2059
ENSG00000114316,3,USP4,protein_coding,7328
ENSG00000114331,3,ACAP2,protein_coding,11096
ENSG00000114346,3,ECT2,protein_coding,5499
ENSG00000114349,3,GNAT1,protein_coding,3936
ENSG00000114353,3,GNAI2,protein_coding,7405
ENSG00000114354,3,TFG,protein_coding,12709
ENSG00000114378,3,HYAL1,protein_coding,3085
ENSG00000114383,3,TUSC2,protein_coding,2404
ENSG00000114388,3,NPRL2,protein_coding,3412
ENSG00000114395,3,CYB561D2,protein_coding,1926
ENSG00000114405,3,C3orf14,protein_coding,4388
ENSG00000114416,3,FXR1,protein_coding,11874
ENSG00000114423,3,CBLB,protein_coding,12269
ENSG00000114439,3,BBX,protein_coding,11892
ENSG00000114446,3,IFT57,protein_coding,3631
ENSG00000114450,3,GNB4,protein_coding,7975
ENSG00000114455,3,HHLA2,protein_coding,3627
ENSG00000114473,3,IQCG,protein_coding,7468
ENSG00000114480,3,GBE1,protein_coding,4651
ENSG00000114487,3,MORC1,protein_coding,3747
ENSG00000114491,3,UMPS,protein_coding,7512
ENSG00000114503,3,NCBP2,protein_coding,5111
ENSG00000114520,3,SNX4,protein_coding,2708
ENSG00000114529,3,C3orf52,protein_coding,6021
ENSG00000114541,3,FRMD4B,protein_coding,11201
ENSG00000114544,3,SLC41A3,protein_coding,6590
ENSG00000114547,3,ROPN1B,protein_coding,4032
ENSG00000114554,3,PLXNA1,protein_coding,10944
ENSG00000114573,3,ATP6V1A,protein_coding,5116
ENSG00000114626,3,ABTB1,protein_coding,6155
ENSG00000114631,3,PODXL2,protein_coding,2175
ENSG00000114638,3,UPK1B,protein_coding,2256
ENSG00000114646,3,CSPG5,protein_coding,4367
ENSG00000114648,3,KLHL18,protein_coding,7064
ENSG00000114650,3,SCAP,protein_coding,6288
ENSG00000114654,3,EFCC1,protein_coding,2945
ENSG00000114656,3,CFAP92,protein_coding,12033
ENSG00000114670,3,NEK11,protein_coding,5355
ENSG00000114686,3,MRPL3,protein_coding,2715
ENSG00000114698,3,PLSCR4,protein_coding,4231
ENSG00000114735,3,HEMK1,protein_coding,19221
ENSG00000114737,3,CISH,protein_coding,5056
ENSG00000114738,3,MAPKAPK3,protein_coding,3915
ENSG00000114739,3,ACVR2B,protein_coding,15705
ENSG00000114742,3,WDR48,protein_coding,7473
ENSG00000114744,3,COMMD2,protein_coding,4895
ENSG00000114745,3,GORASP1,protein_coding,5816
ENSG00000114757,3,PEX5L,protein_coding,10236
ENSG00000114767,3,RRP9,protein_coding,1542
ENSG00000114770,3,ABCC5,protein_coding,11365
ENSG00000114771,3,AADAC,protein_coding,1632
ENSG00000114779,3,ABHD14B,protein_coding,3161
ENSG00000114784,3,EIF1B,protein_coding,1889
ENSG00000114786,3,ABHD14A-ACY1,protein_coding,4761
ENSG00000114790,3,ARHGEF26,protein_coding,5459
ENSG00000114796,3,KLHL24,protein_coding,8650
ENSG00000114805,3,PLCH1,protein_coding,7177
ENSG00000114812,3,VIPR1,protein_coding,7384
ENSG00000114841,3,DNAH1,protein_coding,13872
ENSG00000114850,3,SSR3,protein_coding,5179
ENSG00000114853,3,ZBTB47,protein_coding,5685
ENSG00000114854,3,TNNC1,protein_coding,1141
ENSG00000114857,3,NKTR,protein_coding,17309
ENSG00000114859,3,CLCN2,protein_coding,8522
ENSG00000114861,3,FOXP1,protein_coding,34819
ENSG00000114867,3,EIF4G1,protein_coding,8752
ENSG00000114902,3,SPCS1,protein_coding,5121
ENSG00000114904,3,NEK4,protein_coding,6393
ENSG00000114923,2,SLC4A3,protein_coding,4952
ENSG00000114933,2,INO80D,protein_coding,14373
ENSG00000114942,2,EEF1B2,protein_coding,1915
ENSG00000114948,2,ADAM23,protein_coding,6425
ENSG00000114956,2,DGUOK,protein_coding,1455
ENSG00000114978,2,MOB1A,protein_coding,6440
ENSG00000114982,2,KANSL3,protein_coding,9022
ENSG00000114988,2,LMAN2L,protein_coding,2709
ENSG00000114993,2,RTKN,protein_coding,5191
ENSG00000114999,2,TTL,protein_coding,15730
ENSG00000115008,2,IL1A,protein_coding,2017
ENSG00000115009,2,CCL20,protein_coding,1594
ENSG00000115020,2,PIKFYVE,protein_coding,10839
ENSG00000115041,2,KCNIP3,protein_coding,7841
ENSG00000115042,2,FAHD2A,protein_coding,5678
ENSG00000115053,2,NCL,protein_coding,8919
ENSG00000115073,2,ACTR1B,protein_coding,2853
ENSG00000115084,2,SLC35F5,protein_coding,13398
ENSG00000115085,2,ZAP70,protein_coding,5095
ENSG00000115091,2,ACTR3,protein_coding,11946
ENSG00000115107,2,STEAP3,protein_coding,4562
ENSG00000115109,2,EPB41L5,protein_coding,9209
ENSG00000115112,2,TFCP2L1,protein_coding,9367
ENSG00000115128,2,SF3B6,protein_coding,1125
ENSG00000115129,2,TP53I3,protein_coding,2312
ENSG00000115137,2,DNAJC27,protein_coding,5624
ENSG00000115138,2,POMC,protein_coding,1538
ENSG00000115145,2,STAM2,protein_coding,6776
ENSG00000115155,2,OTOF,protein_coding,8025
ENSG00000115159,2,GPD2,protein_coding,7165
ENSG00000115163,2,CENPA,protein_coding,1949
ENSG00000115165,2,CYTIP,protein_coding,3384
ENSG00000115170,2,ACVR1,protein_coding,4480
ENSG00000115183,2,TANC1,protein_coding,14915
ENSG00000115194,2,SLC30A3,protein_coding,5766
ENSG00000115204,2,MPV17,protein_coding,5625
ENSG00000115207,2,GTF3C2,protein_coding,5839
ENSG00000115211,2,EIF2B4,protein_coding,5312
ENSG00000115216,2,NRBP1,protein_coding,5329
ENSG00000115221,2,ITGB6,protein_coding,5785
ENSG00000115226,2,FNDC4,protein_coding,1937
ENSG00000115232,2,ITGA4,protein_coding,10654
ENSG00000115233,2,PSMD14,protein_coding,7311
ENSG00000115234,2,SNX17,protein_coding,3767
ENSG00000115239,2,ASB3,protein_coding,6735
ENSG00000115241,2,PPM1G,protein_coding,3995
ENSG00000115252,2,PDE1A,protein_coding,6322
ENSG00000115255,19,REEP6,protein_coding,2030
ENSG00000115257,19,PCSK4,protein_coding,3792
ENSG00000115263,2,GCG,protein_coding,2378
ENSG00000115266,19,APC2,protein_coding,12635
ENSG00000115267,2,IFIH1,protein_coding,5094
ENSG00000115271,2,GCA,protein_coding,5323
ENSG00000115274,2,INO80B,protein_coding,1442
ENSG00000115275,2,MOGS,protein_coding,3584
ENSG00000115282,2,TTC31,protein_coding,4767
ENSG00000115286,19,NDUFS7,protein_coding,7456
ENSG00000115289,2,PCGF1,protein_coding,1744
ENSG00000115290,2,GRB14,protein_coding,2987
ENSG00000115295,2,CLIP4,protein_coding,7781
ENSG00000115297,2,TLX2,protein_coding,2810
ENSG00000115306,2,SPTBN1,protein_coding,18473
ENSG00000115307,2,AUP1,protein_coding,2455
ENSG00000115310,2,RTN4,protein_coding,6644
ENSG00000115317,2,HTRA2,protein_coding,2617
ENSG00000115318,2,LOXL3,protein_coding,4519
ENSG00000115325,2,DOK1,protein_coding,2800
ENSG00000115339,2,GALNT3,protein_coding,4589
ENSG00000115350,2,POLE4,protein_coding,2000
ENSG00000115353,2,TACR1,protein_coding,5128
ENSG00000115355,2,CCDC88A,protein_coding,33942
ENSG00000115361,2,ACADL,protein_coding,5152
ENSG00000115363,2,EVA1A,protein_coding,2745
ENSG00000115364,2,MRPL19,protein_coding,8947
ENSG00000115365,2,LANCL1,protein_coding,5254
ENSG00000115368,2,WDR75,protein_coding,5040
ENSG00000115380,2,EFEMP1,protein_coding,3962
ENSG00000115386,2,REG1A,protein_coding,1715
ENSG00000115392,2,FANCL,protein_coding,2412
ENSG00000115414,2,FN1,protein_coding,17216
ENSG00000115415,2,STAT1,protein_coding,9770
ENSG00000115419,2,GLS,protein_coding,9833
ENSG00000115421,2,PAPOLG,protein_coding,8479
ENSG00000115423,2,DNAH6,protein_coding,13514
ENSG00000115425,2,PECR,protein_coding,3196
ENSG00000115446,2,UNC50,protein_coding,2230
ENSG00000115457,2,IGFBP2,protein_coding,4742
ENSG00000115459,2,ELMOD3,protein_coding,7259
ENSG00000115461,2,IGFBP5,protein_coding,6466
ENSG00000115464,2,USP34,protein_coding,18443
ENSG00000115468,2,EFHD1,protein_coding,2675
ENSG00000115474,2,KCNJ13,protein_coding,3636
ENSG00000115484,2,CCT4,protein_coding,2701
ENSG00000115486,2,GGCX,protein_coding,9101
ENSG00000115488,2,NEU2,protein_coding,1143
ENSG00000115504,2,EHBP1,protein_coding,8224
ENSG00000115507,2,OTX1,protein_coding,4833
ENSG00000115514,2,TXNDC9,protein_coding,2816
ENSG00000115520,2,COQ10B,protein_coding,2722
ENSG00000115523,2,GNLY,protein_coding,3047
ENSG00000115524,2,SF3B1,protein_coding,10421
ENSG00000115525,2,ST3GAL5,protein_coding,16300
ENSG00000115526,2,CHST10,protein_coding,4499
ENSG00000115539,2,PDCL3,protein_coding,1532
ENSG00000115540,2,MOB4,protein_coding,4081
ENSG00000115541,2,HSPE1,protein_coding,1823
ENSG00000115548,2,KDM3A,protein_coding,13299
ENSG00000115556,2,PLCD4,protein_coding,5777
ENSG00000115561,2,CHMP3,protein_coding,7019
ENSG00000115568,2,ZNF142,protein_coding,11560
ENSG00000115590,2,IL1R2,protein_coding,2957
ENSG00000115592,2,PRKAG3,protein_coding,3334
ENSG00000115593,2,SMYD1,protein_coding,4552
ENSG00000115594,2,IL1R1,protein_coding,7123
ENSG00000115596,2,WNT6,protein_coding,1719
ENSG00000115598,2,IL1RL2,protein_coding,2611
ENSG00000115602,2,IL1RL1,protein_coding,5746
ENSG00000115604,2,IL18R1,protein_coding,4500
ENSG00000115607,2,IL18RAP,protein_coding,2966
ENSG00000115616,2,SLC9A2,protein_coding,6175
ENSG00000115641,2,FHL2,protein_coding,6626
ENSG00000115648,2,MLPH,protein_coding,7435
ENSG00000115649,2,CNPPD1,protein_coding,2719
ENSG00000115652,2,UXS1,protein_coding,6980
ENSG00000115657,2,ABCB6,protein_coding,5205
ENSG00000115661,2,STK16,protein_coding,4368
ENSG00000115665,2,SLC5A7,protein_coding,5168
ENSG00000115677,2,HDLBP,protein_coding,12160
ENSG00000115685,2,PPP1R7,protein_coding,3781
ENSG00000115687,2,PASK,protein_coding,10665
ENSG00000115694,2,STK25,protein_coding,7588
ENSG00000115705,2,TPO,protein_coding,8453
ENSG00000115718,2,PROC,protein_coding,2491
ENSG00000115738,2,ID2,protein_coding,2213
ENSG00000115750,2,TAF1B,protein_coding,3975
ENSG00000115756,2,HPCAL1,protein_coding,6237
ENSG00000115758,2,ODC1,protein_coding,2791
ENSG00000115760,2,BIRC6,protein_coding,17858
ENSG00000115761,2,NOL10,protein_coding,3836
ENSG00000115762,2,PLEKHB2,protein_coding,6728
ENSG00000115806,2,GORASP2,protein_coding,4705
ENSG00000115808,2,STRN,protein_coding,14351
ENSG00000115816,2,CEBPZ,protein_coding,3512
ENSG00000115825,2,PRKD3,protein_coding,10269
ENSG00000115827,2,DCAF17,protein_coding,7657
ENSG00000115828,2,QPCT,protein_coding,2676
ENSG00000115839,2,RAB3GAP1,protein_coding,6606
ENSG00000115840,2,SLC25A12,protein_coding,6126
ENSG00000115841,2,RMDN2,protein_coding,6031
ENSG00000115844,2,DLX2,protein_coding,2971
ENSG00000115850,2,LCT,protein_coding,6580
ENSG00000115866,2,DARS1,protein_coding,4752
ENSG00000115875,2,SRSF7,protein_coding,4045
ENSG00000115884,2,SDC1,protein_coding,3613
ENSG00000115896,2,PLCL1,protein_coding,8122
ENSG00000115902,2,SLC1A4,protein_coding,6941
ENSG00000115904,2,SOS1,protein_coding,9649
ENSG00000115919,2,KYNU,protein_coding,17442
ENSG00000115935,2,WIPF1,protein_coding,9121
ENSG00000115942,2,ORC2,protein_coding,5831
ENSG00000115944,2,COX7A2L,protein_coding,5605
ENSG00000115946,2,PNO1,protein_coding,2630
ENSG00000115947,2,ORC4,protein_coding,8916
ENSG00000115956,2,PLEK,protein_coding,3205
ENSG00000115963,2,RND3,protein_coding,3594
ENSG00000115966,2,ATF2,protein_coding,5751
ENSG00000115970,2,THADA,protein_coding,14197
ENSG00000115977,2,AAK1,protein_coding,24843
ENSG00000115993,2,TRAK2,protein_coding,7516
ENSG00000115998,2,C2orf42,protein_coding,3573
